Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,"Total 
Claims",Total Beneficiaries,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Average Spending Per Beneficiary,Year
Raloxifene HCl,Raloxifene HCl,"Cipla USA, Inc.", , , , , , , ,2015
Raloxifene HCl,Raloxifene HCl,Dr.Reddy'S Lab, , , , , , , ,2015
Raloxifene HCl,Raloxifene HCl,Exelan Pharmace,48085.42,10428,289,114,4.611183353,166.3855363,421.8019298,2015
Raloxifene HCl,Raloxifene HCl,Glenmark Pharma, , , , , , , ,2015
Raloxifene HCl,Raloxifene HCl,Prasco Labs,98493366.3,23364774.3,487232,132476,4.215464059,202.1488045,743.480829,2015
Raloxifene HCl,Raloxifene HCl,Teva USA,104986064.7,25304940,514272,122786,4.148836737,204.1450141,855.0328597,2015
Ramipril,Ramipril,AHP,18805.4,51955,1488,350,0.366353552,12.63803763,53.72971429,2015
Ramipril,Ramipril,Accord Healthca,2486830.41,11825913,139183,66219,0.212758359,17.86734307,37.55463553,2015
Ramipril,Ramipril,Actavis Pharma/,10918369.66,30946846.05,466380, ,0.352601567,23.41088739, ,2015
Ramipril,Ramipril,Aurobindo Pharm,7751122.25,14088654,209364,54387,0.538023686,37.02223042,142.5179225,2015
Ramipril,Ramipril,Bluepoint Labor,1984162.29,6753573.09,113400,35761,0.298577431,17.49702196,55.48397109,2015
Ramipril,Ramipril,Camber Pharmace,17495.29,47422,1032,320,0.36567984,16.95280039,54.67278125,2015
Ramipril,Ramipril,Dr.Reddy'S Lab,23278.58,84692,2189,605,0.274960007,10.63434445,38.47699174,2015
Ramipril,Ramipril,Exelan Pharmace,18880.12,59010,1260,376,0.325109041,14.98422222,50.21308511,2015
Ramipril,Ramipril,Lupin Pharmaceu,23959842.38,81580132.43,1158194,261536,0.2945128,20.68724443,91.61202427,2015
Ramipril,Ramipril,Roxane/West-War,3314908.37,10685699,182018,44334,0.310776096,18.21198107,74.77124487,2015
Ramipril,Ramipril,"West-Ward, Inc.",681984.3,2173832,46308,11322,0.313724474,14.72713786,60.23532062,2015
Ramipril,Ramipril,Zydus Pharmaceu,5088385.83,17850799,268769,63174,0.286028067,18.93219021,80.54556986,2015
Ranexa,Ranolazine,Gilead Sciences,428236462.6,81113409.18,1068159,199832,5.254313242,400.9107845,2142.982418,2015
Ranitidine HCl*,Ranitidine HCl,AHP,13616.71,61257,1562,394,0.222288228,8.717483995,34.56017767,2015
Ranitidine HCl*,Ranitidine HCl,Amneal Pharmace,34253602.4,268556106,4329427,1011684,0.132039628,7.911809669,33.85800546,2015
Ranitidine HCl*,Ranitidine HCl,Apotex Corp,143107.43,937345,20126,5851,0.164467362,7.110574878,24.45862759,2015
Ranitidine HCl*,Ranitidine HCl,Avkare,148843.58,679989,11155,3253,0.218953884,13.3432165,45.7557885,2015
Ranitidine HCl*,Ranitidine HCl,Caraco Pharmace,574949.56,6670044.298,13686,4021,0.086198762,42.01005115,142.9867098,2015
Ranitidine HCl*,Ranitidine HCl,Dr.Reddy'S Lab,9713906.5,9694027,126390,46292,1.039325261,76.85660654,209.8398535,2015
Ranitidine HCl*,Ranitidine HCl,Glenmark Pharma,13514479.81,92796435.5,1382645,467993,0.149600974,9.774367108,28.87752554,2015
Ranitidine HCl*,Ranitidine HCl,Heritage Pharma,468853.97,4954667.954,10554,3047,0.094628737,44.42429126,153.8739646,2015
Ranitidine HCl*,Ranitidine HCl,Hi-Tech/Akorn C,422848.58,4892389.404,9969,2953,0.08642987,42.41634868,143.1928818,2015
Ranitidine HCl*,Ranitidine HCl,Mckesson Packag,76342.19,384675,9949,1699,0.198458933,7.673353101,44.93360212,2015
Ranitidine HCl*,Ranitidine HCl,Mylan Instituti,39477.45,214861,5056,1322,0.183734833,7.808039953,29.86191377,2015
Ranitidine HCl*,Ranitidine HCl,Nostrum Laborat, , , , , , , ,2015
Ranitidine HCl*,Ranitidine HCl,Pharmaceutical,451844,5747204.221,12334,3857,0.078619792,36.63401978,117.1490796,2015
Ranitidine HCl*,Ranitidine HCl,Sandoz,13981475,33121788,551878,179326,0.387806559,25.33435832,77.96680348,2015
Ranitidine HCl*,Ranitidine HCl,Silarx/Lannett,338623.86,3927159,8355, ,0.086226165,40.52948654, ,2015
Ranitidine HCl*,Ranitidine HCl,Strides Pharma, , , , , , , ,2015
Ranitidine HCl*,Ranitidine HCl,Teva USA,17729008.01,108199778.7,1382498,436615,0.169306087,12.82389415,40.60558618,2015
Ranitidine HCl*,Ranitidine HCl,Wockhardt USA L,136826.68,743600,18826,7370,0.195695243,7.267963455,18.56535685,2015
Ranitidine HCl*,Ranitidine HCl,Zydus Pharmaceu,56396.21,41149.9,3098,833,1.550989737,18.20407037,67.70253301,2015
Rapaflo,Silodosin,Actavis/Allerga,118889968,19926210,458303,97239,5.966777865,259.4134622,1222.657246,2015
Rapamune,Sirolimus,Wyeth/Pfizer,10354383.7,525998,8497, ,20.07950751,1218.59288, ,2015
Rasuvo,Methotrexate/PF,"Medac Pharma, I",858333.75,2821.15,1501,547,332.8770601,571.8412725,1569.165905,2015
Ravicti,Glycerol Phenylbutyrate,Horizon Pharma,3044803.79,21675,55,36,140.4753767,55360.06891,84577.88306,2015
Rayos,Prednisone,Horizon Pharma,8066064.52,162682,3127,966,49.63236601,2579.489773,8349.963271,2015
Razadyne ER,Galantamine HBr,Janssen Pharm.,163570.57,17197,368,73,9.510186106,444.4852446,2240.69274,2015
Rea Lo 40,Urea,Crown Laborator,69309.81,104813.2,839,549,0.686123675,82.61002384,126.2473771,2015
Rebif,Interferon Beta-1a/Albumin,"Emd Serono, Inc",273852727.8,295361.4,47285,5340,927.9664454,5791.534902,51283.28237,2015
Rebif Rebidose,Interferon Beta-1a/Albumin,"Emd Serono, Inc",104400406.3,111904.1,17386,2412,936.9083049,6004.85484,43283.75052,2015
Reclast,Zoledronic Acid/Mannitol-Water,Novartis,356623.21,33100,331,329,10.77411511,1077.411511,1083.961125,2015
Reclipsen,Desogestrel-Ethinyl Estradiol,Actavis Pharma/,185495.56,326267,7584, ,0.568539141,24.45880274, ,2015
Recombivax Hb,Hepatitis B Virus Vaccine/PF,Merck Sharp & D,32901.08,428,423,231,76.96543362,77.78033097,142.4289178,2015
Rectiv,Nitroglycerin,Aptalis/Allerga,1634620.92,107440,3396,2290,15.21426768,481.3371378,713.808262,2015
Reglan,Metoclopramide HCl,Ani Pharmaceuti,96891.56,47626,411,121,2.034087966,235.7458881,800.7566942,2015
Regranex,Becaplermin,Smith&n/United,3848046.48,62070,3103,2437,61.99527115,1240.105214,1579.009635,2015
Relador Pak,Lidocaine/Prilocaine,Novotec Pharma,68160.18,58,49, ,1175.175517,1391.024082, ,2015
Relenza,Zanamivir,Glaxosmithkline,25803.28,8440,389,337,3.057260664,66.33233933,76.56759644,2015
Relion Pen Needles,"Pen Needle, Diabetic",Perrigo Diabete,456663.73,2427383,23660,10849,0.188130069,19.30108749,42.09270255,2015
Relistor*,Methylnaltrexone Bromide,Salix Pharmaceu*,21977184.93,154333.66,17839,5333,145.2531181,1231.974042,4120.979736,2015
Relpax,Eletriptan HBr,Pfizer US Pharm,27235753.3,732107.5,61112,14368,37.20199351,445.6694806,1895.584166,2015
Remeron,Mirtazapine,Organon Pharm.,973929.71,211483,4503,1018,4.609274218,216.2846347,956.7089489,2015
Remicade,Infliximab,Janssen Biotech,57784005.32,72095.2,11286,2296,801.4958738,5119.972118,25167.2497,2015
Remodulin,Treprostinil Sodium,United Therap,2675047.69,4740,103,15,564.3560527,25971.3368,178336.5127,2015
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,Cypress Pharm.,1703.45,7020,160, ,0.242656695,10.6465625, ,2015
Renacidin,Citric Ac/Gluconolact/Mag Carb,Guardian Chem.,597858.33,8077066,7898,1243,0.074019245,75.69743353,480.9801529,2015
Renagel,Sevelamer HCl,Genzyme,59591603.93,10193150.57,48650,12702,5.813760289,1224.9045,4691.513457,2015
Renal Caps,B Complex W-C No.20/Folic Acid,Cypress Pharm.,29188.92,55123,1403,346,0.529523429,20.80464719,84.36104046,2015
Reno Caps,B Complex W-C No.20/Folic Acid,Nnodum Corp,18017.38,44496,1250,315,0.404921341,14.413904,57.19803175,2015
Renvela,Sevelamer Carbonate,Genzyme,1252241310,252145539.6,997644,188493,5.221251053,1255.198557,6643.436677,2015
Repaglinide,Repaglinide,Aurobindo Pharm,182294.02,154960,1450,630,1.173167512,125.7200138,289.3555873,2015
Repaglinide,Repaglinide,Breckenridge,5023.83,7868,41, ,0.627746246,122.532439, ,2015
Repaglinide,Repaglinide,Caraco/Sun Phar,10087643.88,10559269.5,77285,20817,0.953851981,130.5252491,484.5868223,2015
Repaglinide,Repaglinide,Citron Pharma L, , , , , , , ,2015
Repaglinide,Repaglinide,Mylan,17885284.55,18600401.83,145390,34132,0.959198496,123.0159196,524.0034147,2015
Repaglinide,Repaglinide,Mylan Instituti,60176.93,56225,587,191,1.06041553,102.5160647,315.0624607,2015
Repaglinide,Repaglinide,Perrigo Co.,6396963.14,13683750.5,106292,30461,0.466865295,60.18292195,210.0050274,2015
Repaglinide,Repaglinide,Sandoz,1174073.86,965768,9326,3075,1.218355592,125.8925434,381.8126374,2015
Repaglinide-Metformin HCl,Repaglinide/Metformin HCl,Lupin Pharmaceu,8676.2,1890,11, ,4.590582011,788.7454546, ,2015
Repatha Pushtronex,Evolocumab,Amgen, , , , , , , ,2015
Repatha Sureclick,Evolocumab,Amgen,2850923.2,5190.14,2061,1257,549.2960113,1383.27181,2268.03755,2015
Repatha Syringe,Evolocumab,Amgen,59679.32,108,47, ,552.5862963,1269.772766, ,2015
Requip,Ropinirole HCl,Glaxosmithkline,1858116.64,421900,4099,750,4.409649917,453.3097438,2477.488853,2015
Requip XL,Ropinirole HCl,Glaxosmithkline,1913107.86,216044,3800,689,9.491302178,503.4494368,2776.644209,2015
Rescriptor,Delavirdine Mesylate,Viiv Healthcare,152446.45,70738,383,50,2.155085668,398.0325065,3048.929,2015
Restasis,Cyclosporine,Allergan Inc.,774629534.5,124713695.7,1568947,544713,6.211262766,493.7257501,1422.087475,2015
Restoril,Temazepam,Mallinckrodt Ph,1294109.28,81919,1834,419,15.72697585,705.6211996,3088.566301,2015
Retin-A,Tretinoin,Valeant,788880.57,451906,12252,7312,1.741548448,64.38790157,107.8884806,2015
Retin-A Micro,Tretinoin Microspheres,Valeant,323439.84,24501,558,298,13.20758932,579.6412903,1085.368591,2015
Retin-A Micro Pump,Tretinoin Microspheres,Valeant,247598.47,14325,270,167,17.29928097,917.0313704,1482.625569,2015
Revatio,Sildenafil Citrate,Pfizer US Pharm,20320972.62,691304,5022,815,29.40005172,4046.390406,24933.70874,2015
Revlimid,Lenalidomide,Celgene,2077425469,4240329.998,204870,30453,489.9112524,10140.21315,68217.4324,2015
Rexulti,Brexpiprazole,Otsuka America,6341457.92,216506.5,7246,3477,29.29106742,875.1667016,1823.830291,2015
Reyataz,Atazanavir Sulfate,BMS Primarycare,248601890.3,6797037,188429,22658,39.14250506,1319.339859,10971.9256,2015
Rhinocort Aqua,Budesonide,Astrazeneca,990979.2,58127.8,4731,1450,17.04828327,209.4650602,683.433931,2015
Ribasphere,Ribavirin,Kadmon Pharmace,2291961.6,2021910,14275,4836,1.136277341,160.5577303,473.937469,2015
Ribasphere Ribapak,Ribavirin,Kadmon Pharmace,8354170.59,371560,6608,2510,22.48255081,1264.250997,3328.354817,2015
Ribavirin,Ribavirin,Aurobindo Pharm,1545550.13,1101146,7740,2834,1.404046242,199.6834793,545.3599612,2015
Ribavirin,Ribavirin,Sandoz,650559.14,395054,2796,1257,1.646010234,232.6749428,517.5490374,2015
Ribavirin,Ribavirin,Zydus Pharmaceu,4141084.85,2983365.866,21195,7538,1.387240406,195.3802713,549.3612165,2015
Ridaura,Auranofin,Prometheus Labs,2220075.03,121348,1636,304,18.29511018,1357.014077,7302.878388,2015
Rifabutin,Rifabutin,Greenstone LLC.,2188141.95,167571.85,3486,1197,13.05793276,627.6941911,1828.021679,2015
Rifabutin,Rifabutin,Lupin Pharmaceu,2552223.64,191930,4105,1410,13.29767957,621.7353569,1810.087688,2015
Rifadin,Rifampin,Sanofi-Aventis,61332.23,26027.5,76,18,2.356439535,807.0030263,3407.346111,2015
Rifampin*,Rifampin,AHP,4872.01,4584,110,62,1.062829407,44.291,78.58080645,2015
Rifampin*,Rifampin,Lannett Co. Inc,2786073.22,2504310,47983,20123,1.112452085,58.06375633,138.4521801,2015
Rifampin*,Rifampin,Lupin Pharmaceu,1114644.32,905472,16793,6903,1.230482465,66.37553266,161.4724497,2015
Rifampin*,Rifampin,Mylan Instituti,83684.64,8320,106,17,10.05825,789.4777359,4922.625882,2015
Rifampin*,Rifampin,Sandoz,397742.5,276428,5783,3055,1.398008741,68.77788345,130.1939444,2015
Rifampin*,Rifampin,Versapharm/Akor,1287392.31,1192012,24944,11053,1.080871215,51.61130172,116.4744694,2015
Riluzole,Riluzole,Apotex Corp,2575146.8,539416,7409,2092,4.773953313,347.5700904,1230.949713,2015
Riluzole,Riluzole,Ascend Laborato, , , , , , , ,2015
Riluzole,Riluzole,Glenmark Pharma,1365440.82,403116,5307,1359,3.38721564,257.2905257,1004.739382,2015
Riluzole,Riluzole,Mylan,1510681.66,340251,4914,1524,4.439903659,307.4240252,991.2609318,2015
Riluzole,Riluzole,Rising Pharm,1224928.35,237157,3709,1178,5.165052476,330.258385,1039.837309,2015
Riluzole,Riluzole,Sun Pharmaceuti,1234289.28,259381,3313,1014,4.75859558,372.5593963,1217.247811,2015
Rimantadine HCl,Rimantadine HCl,Global Pharm,252122.07,115160,1954,917,2.189319816,129.028695,274.9422792,2015
Rimso-50,Dimethyl Sulfoxide,Mylan Instituti,660347.34,131651,1122,375,5.015893081,588.5448663,1760.92624,2015
Riomet,Metformin HCl,Ranbaxy/Sun Pha,2294715.14,3045851,6697,1645,0.753390478,342.6482216,1394.963611,2015
Risedronate Sodium,Risedronate Sodium,Actavis/Greenst,21073172.22,275505.111,84313,27494,117.7229818,249.9397747,766.4644002,2015
Risedronate Sodium,Risedronate Sodium,Apotex Corp,19142788.4,123877.099,71144,21444,154.646642,269.0710165,892.6873904,2015
Risedronate Sodium,Risedronate Sodium,Aurobindo Pharm, , , , , , , ,2015
Risedronate Sodium,Risedronate Sodium,Mylan,8108250.06,55354,25526,8908,151.1395108,317.6467155,910.2211563,2015
Risedronate Sodium,Risedronate Sodium,Sun Pharma Glob,1748021.44,11986,7809,3699,145.8385984,223.8470278,472.5659476,2015
Risedronate Sodium,Risedronate Sodium,Sun Pharmaceuti, , , , , , , ,2015
Risedronate Sodium,Risedronate Sodium,Teva USA,10124765.71,284957,36656,14071,40.12259233,276.210326,719.5484123,2015
Risedronate Sodium Dr,Risedronate Sodium,Actavis/Greenst,2481735.44,66975,9669,4288,37.05465383,256.6692978,578.7629291,2015
Risedronate Sodium Dr,Risedronate Sodium,Teva USA,7636384.2,205924.142,34828,12435,37.08348194,219.2599116,614.1040772,2015
Risperdal,Risperidone,Janssen Pharm.,10620951.71,837106.25,13818,2135,13.16170753,768.6316189,4974.684642,2015
Risperdal Consta,Risperidone Microspheres,Janssen Pharm.,269168277.4,466167.606,303868,27171,572.821555,885.8065915,9906.454578,2015
Risperidone,Risperidone,AHP,72909.5,183685,4669,1018,0.403164232,15.61565646,71.62033399,2015
Risperidone,Risperidone,Ajanta Pharma L,4753657.91,19513835.53,429973,105651,0.243915348,11.05571259,44.99396986,2015
Risperidone,Risperidone,Amneal Pharmace,1398659.01,1302520.25,22139,4281,1.073809801,63.17625051,326.7131535,2015
Risperidone,Risperidone,Apotex Corp,3239.26,11022,246,391,0.293890401,13.16772358,8.28455243,2015
Risperidone,Risperidone,Aurobindo Pharm,68503.8,234968,5608,1353,0.291479274,12.2153709,50.63104213,2015
Risperidone,Risperidone,Breckenridge,163960.5,252514.35,5144,2238,0.580493995,31.87412519,73.26206434,2015
Risperidone,Risperidone,Dr.Reddy'S Lab,31056.94,116948,2694,775,0.260721939,11.52818857,40.07347097,2015
Risperidone,Risperidone,Heritage Pharma,72294.86,70091.75,1181,327,1.031431802,61.21495343,221.0851988,2015
Risperidone,Risperidone,Major Pharmaceu,113269.27,316633,9800,2208,0.356902895,11.55808878,51.29948823,2015
Risperidone,Risperidone,Mylan,27598851.87,59409663,1192230,213069,0.465958794,23.14893256,129.5301141,2015
Risperidone,Risperidone,Mylan Instituti,178189.73,472439.519,15098,2538,0.375261805,11.80220758,70.20871946,2015
Risperidone,Risperidone,Patriot Pharmac,5581557.38,19980437.85,481562,102250,0.273526755,11.59052704,54.58735824,2015
Risperidone,Risperidone,Qualitest/Par P,1154227.48,1026545.825,17311, ,1.124379888,66.67595633, ,2015
Risperidone,Risperidone,Roxane/West-War,267326.51,235254.75,4153,987,1.136327789,64.36949434,270.8475279,2015
Risperidone,Risperidone,Solco Healthcar,334639.68,1588008,26901,18375,0.211393986,12.43967436,18.21168327,2015
Risperidone,Risperidone,Torrent Pharmac,7309259.75,21000830.32,481416,97829,0.348281146,15.18283512,74.71465261,2015
Risperidone,Risperidone,Zydus Pharmaceu,20182206.41,75147064.6,1665647,276205,0.268986993,12.11673687,73.06966351,2015
Risperidone ODT,Risperidone,Dr.Reddy'S Lab,62612.39,7421,185,338,8.437190406,338.4453514,185.2437574,2015
Risperidone ODT,Risperidone,Jubilant Cadist,1244610.92,316269,7092,1926,3.994631588,175.4950536,646.2154309,2015
Risperidone ODT,Risperidone,Mylan,1541420.61,381203,8116,2311,4.264605071,189.9236829,666.9929078,2015
Risperidone ODT,Risperidone,Mylan Instituti,56574.35,19712,650,255,2.882172987,87.03746154,221.8601961,2015
Risperidone ODT,Risperidone,Par Pharm.,2890393.36,801390.5,19111,4809,3.616067729,151.2423923,601.0383365,2015
Risperidone ODT,Risperidone,Patriot Pharmac,3775381.13,906432.789,21950,4882,4.178337623,171.9991403,773.326737,2015
Risperidone ODT,Risperidone,Sandoz,2591588.36,607147,14442,3705,4.28818126,179.4480238,699.4840378,2015
Risperidone ODT,Risperidone,Zydus Pharmaceu,956923.66,356537.5,8257,2894,2.701483565,115.8924137,330.6577954,2015
Ritalin,Methylphenidate HCl,Novartis,934978.62,846382,7185,1205,1.104887241,130.1292443,775.9158672,2015
Ritalin La,Methylphenidate HCl,Novartis,1811953.37,252631,5027,1078,7.173743885,360.4442749,1680.847282,2015
Rituxan,Rituximab,"Genentech, Inc.",37829119.78,509622.2,4138,1580,74.22973289,9141.884915,23942.48087,2015
Rivastigmine,Rivastigmine,Alvogen Inc,32707942.29,2982307,86104,40453,10.96666174,379.8655381,808.5418211,2015
Rivastigmine,Rivastigmine,Sandoz,20967622.93,1932606,55319,27254,10.85045352,379.0311273,769.3411217,2015
Rivastigmine,Rivastigmine Tartrate,AHP,30206.38,16412,238,99,1.840505728,126.917563,305.1149495,2015
Rivastigmine,Rivastigmine Tartrate,Actavis Pharma/,6089606.69,3238425,42084, ,1.880301308,144.701233, ,2015
Rivastigmine,Rivastigmine Tartrate,Apotex Corp,2114251.52,1065567,15620,5895,1.984312528,135.355411,358.6516573,2015
Rivastigmine,Rivastigmine Tartrate,Breckenridge,15110082.13,7477331.999,112359,24343,2.021800933,134.4803899,620.7156936,2015
Rivastigmine,Rivastigmine Tartrate,Dr.Reddy'S Lab,7745477.05,3950388,64648,18361,1.962306879,119.8100026,421.8439655,2015
Rivastigmine,Rivastigmine Tartrate,Macleods Pharma,907434.17,445917,7769,2783,2.035873555,116.8019269,326.0633022,2015
Rivastigmine,Rivastigmine Tartrate,Mckesson Packag,70662.9,33390,586,217,2.118186831,120.5851536,325.6354839,2015
Rivastigmine,Rivastigmine Tartrate,Sandoz,5568495.04,2705628,54172,11817,2.058962462,102.7928642,471.2274723,2015
Rivastigmine,Rivastigmine Tartrate,Sun Pharmaceuti,7688703.53,3691814.666,61766,17976,2.08406927,124.4811633,427.7204901,2015
Rizatriptan,Rizatriptan Benzoate,Apotex Corp,258519.81,75829,6140,3163,3.409437765,42.10420358,81.73247234,2015
Rizatriptan,Rizatriptan Benzoate,Ascend Laborato, , , , , , , ,2015
Rizatriptan,Rizatriptan Benzoate,Aurobindo Pharm,846082.62,254725,21526,8952,3.316391149,39.30514819,94.51325067,2015
Rizatriptan,Rizatriptan Benzoate,Breckenridge,3413742.8,1101574,77516,25966,3.099250654,44.03920223,131.4697219,2015
Rizatriptan,Rizatriptan Benzoate,Camber Pharmace,83681.08,27478,2022,864,3.045812121,41.38530168,96.85310185,2015
Rizatriptan,Rizatriptan Benzoate,"Cipla USA, Inc.", , , , , , , ,2015
Rizatriptan,Rizatriptan Benzoate,Citron Pharma L, , , , , , , ,2015
Rizatriptan,Rizatriptan Benzoate,Glenmark Pharma,2495918.47,797431.5,64248,22046,3.128619332,38.84818936,113.2141191,2015
Rizatriptan,Rizatriptan Benzoate,Heritage Pharma,948517.78,326816,25993,10510,2.902110159,36.49127765,90.24907517,2015
Rizatriptan,Rizatriptan Benzoate,Jubilant Cadist, , , , , , , ,2015
Rizatriptan,Rizatriptan Benzoate,Macleods Pharma,1499533.38,490628,38745,13834,3.053339555,38.7026295,108.3947795,2015
Rizatriptan,Rizatriptan Benzoate,Mylan,1655124.95,544761,42732,14630,3.023393838,38.7326816,113.1322591,2015
Rizatriptan,Rizatriptan Benzoate,Sandoz,290730.82,110509,9394,3608,2.623949032,30.94856504,80.57949557,2015
Rizatriptan,Rizatriptan Benzoate,Teva USA,577647.93,186985,13846,6538,3.096909224,41.71948072,88.35239064,2015
Robaxin*,Methocarbamol,Auxilium/Endo P,19414.26,13888,110,65,1.397916187,176.4932727,298.6809231,2015
Robaxin*,Methocarbamol,"West-Ward, Inc.",283827.56,126440,141,11,2.244760835,2012.961418,25802.50546,2015
Robaxin-750,Methocarbamol,Auxilium/Endo P,122085.46,61073,457,133,1.999008727,267.1454267,917.9357895,2015
Rocaltrol,Calcitriol,Validus Pharmac,588788.48,863225,13005,6042,0.677286389,45.27400846,97.44926845,2015
Ropinirole ER,Ropinirole HCl,Actavis Pharma/,5268894.91,1602237.5,26597, ,3.430469003,198.1010982, ,2015
Ropinirole ER,Ropinirole HCl,Dr.Reddy'S Lab,6142610.81,1741228,23906,6230,3.682066621,256.9484987,985.9728427,2015
Ropinirole ER,Ropinirole HCl,Mylan,1343834.65,389488,7613,2488,3.570146354,176.5184093,540.126467,2015
