Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries,Average Spending Per Dosage Unit,Average Spending Per Claim,Average Spending Per Beneficiary,Year
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL*,Gemcitabine HCL*,8830970.89,1103939.2,140516,20016,7.999508388,62.84672842,441.195588,2015
J9202,"Goserelin acetate implant, per 3.6 mg",Zoladex,Goserelin Acetate,7993973.03,31699,13337,4154,252.1837607,599.3831469,1924.403715,2015
J9206,"Injection, irinotecan, 20 mg",Camptosar*,Irinotecan HCL*,3220245.42,827047.2,63345,9364,3.893665827,50.83661568,343.8963499,2015
J9207,"Injection, ixabepilone, 1 mg",Ixempra,Ixabepilone,11760311.48,167898.8,2842,707,70.04404725,4138.040633,16634.10393,2015
J9208,"Injection, ifosfamide, 1 gram",Ifex*,Ifosfamide*,512514.16,16501.2,3975,578,31.05920539,128.9343799,886.702699,2015
J9209,"Injection, mesna, 200 mg",Mesna*,Mesna*,109728.45,37882.7,3153,483,2.896531926,34.80128449,227.1810559,2015
J9211,"Injection, idarubicin hydrochloride, 5 mg",Idamycin PFs*,Idarubicin HCL*,16128.14,425,92,46,37.94856471,175.3058696,350.6117391,2015
J9214,"Injection, interferon, alfa-2b, recombinant, 1 million units",Intron A,"Interferon Alfa-2b,recomb.",11194672.53,506170,13331,1780,22.11642833,839.7473955,6289.141871,2015
J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Eligard*,Leuprolide Acetate*,276624171.2,1213389.9,332823,146028,227.9763258,831.1449966,1894.322809,2015
J9225,"Histrelin implant (vantas), 50 mg",Vantas,Histrelin Acetate,4430225.64,1509,1509,1507,2935.868549,2935.868549,2939.764857,2015
J9228,"Injection, ipilimumab, 1 mg",Yervoy,Ipilimumab,216556390.5,1624617,6323,2338,133.2968882,34248.99423,92624.6324,2015
J9230,"Injection, mechlorethamine hydrochloride, (nitrogen mustard), 10 mg",Mustargen,Mechlorethamine HCL,18891.07,137,109,65,137.8910219,173.3125688,290.6318462,2015
J9245,"Injection, melphalan hydrochloride, 50 mg",Alkeran (J9245)*,Melphalan HCL*,3099453.06,2436,579,369,1272.353473,5353.114093,8399.601789,2015
J9250,"Methotrexate sodium, 5 mg",Methotrexate (J9250)*,Methotrexate Sodium*,61107.19,263689.4,66727,6218,0.231739274,0.91577907,9.827467031,2015
J9260,"Methotrexate sodium, 50 mg",Methotrexate (J9260)*,Methotrexate Sodium*,103094.64,44879.5,32366,3279,2.297143239,3.185275907,31.44087832,2015
J9263,"Injection, oxaliplatin, 0.5 mg",Eloxatin*,Oxaliplatin*,27462223.24,52322517,150257,30408,0.524864338,182.7683452,903.1249421,2015
J9264,"Injection, paclitaxel protein-bound particles, 1 mg",Abraxane,Paclitaxel Protein-Bound,276642226.2,28910806.9,122530,17819,9.568817195,2257.750969,15525.12634,2015
J9266,"Injection, pegaspargase, per single dose vial",Oncaspar,Pegaspargase,860529.39,141,107,62,6103.045319,8042.330748,13879.50629,2015
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,4495893.61,26491066.9,180975,27938,0.169713573,24.84262252,160.9239606,2015
J9268,"Injection, pentostatin, 10 mg",Nipent,Pentostatin,872369.1,595,555,117,1466.166555,1571.836216,7456.146154,2015
J9271,"Injection, pembrolizumab, 1 mg",Keytruda,Pembrolizumab, , , , , , , ,2015
J9280,"Injection, mitomycin, 5 mg",Mitomycin,Mitomycin,15745213.08,271126,39559,20878,58.07341635,398.0184808,754.1533231,2015
J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",Mitoxantrone HCL,Mitoxantrone HCL,269023.76,8407,1699,578,31.99997145,158.3424132,465.4390311,2015
J9299,"Injection, nivolumab, 1 mg",Opdivo,Nivolumab, , , , , , , ,2015
J9301,"Injection, obinutuzumab, 10 mg",Gazyva,Obinutuzumab,42850368.21,804619,8297,1725,53.25547646,5164.561674,24840.79317,2015
J9302,"Injection, ofatumumab, 10 mg",Arzerra,Ofatumumab,14541111.01,304334,1872,356,47.78010676,7767.687505,40845.81744,2015
J9303,"Injection, panitumumab, 10 mg",Vectibix,Panitumumab,78963599.65,822768,15489,2615,95.97310499,5098.04375,30196.40522,2015
J9305,"Injection, pemetrexed, 10 mg",Alimta,Pemetrexed DIsodium,547556593.6,9133154.3,97207,21940,59.95262706,5632.892627,24957.00062,2015
J9306,"Injection, pertuzumab, 1 mg",Perjeta,Pertuzumab,166244498.2,16623403,34509,5855,10.00062973,4817.424387,28393.59491,2015
J9307,"Injection, pralatrexate, 1 mg",Folotyn,Pralatrexate,17667954.87,86181,1758,202,205.0098615,10050.03121,87465.12312,2015
J9308,"Injection, ramucirumab, 5 mg",Cyramza,Ramucirumab, , , , , , , ,2015
J9310,"Injection, rituximab, 100 mg",Rituxan,Rituximab,1560999014,2154382.5,261544,68544,724.5691116,5968.399252,22773.67843,2015
J9315,"Injection, romidepsin, 1 mg",Istodax,Romidepsin,30985592.02,110806,3545,411,279.6382147,8740.64655,75390.73484,2015
J9320,"Injection, streptozocin, 1 gram",Zanosar,Streptozocin,118844.87,366,277,33,324.7127596,429.042852,3601.359697,2015
J9328,"Injection, temozolomide, 1 mg",Temodar (J9328),Temozolomide,945300.7,152804,370,36,6.186360959,2554.866757,26258.35278,2015
J9330,"Injection, temsirolimus, 1 mg",Torisel,Temsirolimus,24536515.6,408935,13754,1336,60.0010163,1783.954893,18365.65539,2015
J9351,"Injection, topotecan, 0.1 mg",Hycamtin (J9351)*,Topotecan HCL*,3497318.16,1973908,31187,4200,1.771773639,112.1402559,832.6948,2015
J9354,"Injection, ado-trastuzumab emtansine, 1 mg",Kadcyla,Ado-Trastuzumab Emtansine,105253928.1,3677811,13307,2180,28.61863433,7909.666201,48281.61841,2015
J9355,"Injection, trastuzumab, 10 mg",Herceptin,Trastuzumab,642970169.8,7604009.6,183778,19916,84.55672778,3498.624263,32284.10172,2015
J9357,"Injection, valrubicin, intravesical, 200 mg",Valstar,Valrubicin,16253918.61,15065,3768,775,1078.919257,4313.672667,20972.79821,2015
J9360,"Injection, vinblastine sulfate, 1 mg",Vinblastine Sulfate,Vinblastine Sulfate,130241.04,49047,4832,871,2.65543336,26.95385762,149.5304707,2015
J9370,"Vincristine sulfate, 1 mg",Vincasar PFs*,Vincristine Sulfate*,221715.42,46336,24902,6381,4.784949499,8.903518593,34.74618712,2015
J9371,"Injection, vincristine sulfate liposome, 1 mg",Marqibo,Vincristine Sulfate Liposomal,835025.83,407,92,40,2051.660516,9076.367717,20875.64575,2015
J9390,"Injection, vinorelbine tartrate, 10 mg",Navelbine*,Vinorelbine Tartrate*,911555.06,91430.8,20719,2616,9.969890453,43.99609344,348.4537691,2015
J9395,"Injection, fulvestrant, 25 mg",Faslodex,Fulvestrant,186202980.5,2052597.5,103741,15231,90.71577867,1794.883224,12225.26298,2015
J9400,"Injection, ziv-aflibercept, 1 mg",Zaltrap,Ziv-Aflibercept,10123480.69,1280659,3617,755,7.904899501,2798.861125,13408.5837,2015
P9041,"Infusion, albumin (human), 5%, 50 ml","Infusion, Albumin (Human), 5%, 50 mL**", ,3270224.31,304594,6695,2554,10.73633857,488.4577013,1280.432385,2015
P9045,"Infusion, albumin (human), 5%, 250 ml","Infusion, Albumin (Human), 5%, 250 mL**", ,13589034.69,253276,23189,8904,53.65306895,586.0121045,1526.17191,2015
P9046,"Infusion, albumin (human), 25%, 20 ml","Infusion, Albumin (Human), 25%, 20 mL**", ,765775.77,34572,3952,1086,22.15017268,193.7691726,705.1342265,2015
P9047,"Infusion, albumin (human), 25%, 50 ml","Infusion, Albumin (Human), 25%, 50 mL**", ,12876926.37,244821,60875,18425,52.59731138,211.530618,698.8833851,2015
Q0138,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",Feraheme (Q0138),Ferumoxytol,42280017.72,53966059,98816,43877,0.783455722,427.866112,963.6032026,2015
Q0139,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)",Feraheme (Q0139),Ferumoxytol,931662.7,1187633,2271,1385,0.784470203,410.243373,672.6806498,2015
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL (Q0162)*,Ondansetron HCL*,9082.86,106025,5425,1381,0.085667154,1.674259908,6.577016655,2015
Q0163,"Diphenhydramine hydrochloride, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at time of chemotherapy treatment not to exceed a 48 hour dosage regimen",Diphenhydramine HCL (Q0163),Diphenhydramine HCL,398.24,1358,1332,413,0.293254787,0.298978979,0.964261501,2015
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,259.31,2781,1096,213,0.093243438,0.236596715,1.21741784,2015
Q0166,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Granisetron HCL (Q0166),Granisetron HCL,3654.73,2705,2268,481,1.351101664,1.611432981,7.598191268,2015
Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Dronabinol*,Dronabinol*,10767.07,3097,68,43,3.476612851,158.3392647,250.3969767,2015
Q2035,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)","Influenza Virus Vaccine (Afluria), Age 3+ Years**", ,4944240.7,334944,334874,333099,14.76139504,14.76448067,14.84315684,2015
Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)","Influenza Virus Vaccine(Fluvirin), Age 3+ Years**", ,38864386.47,2579060.5,2558846,2538687,15.0692031,15.18824754,15.30885315,2015
Q2043,"Sipuleucel-t, minimum of 50 million autologous cd54+ cells activated with pap-gm-csf, including leukapheresis and all other preparatory procedures, per infusion",Provenge,Sipuleucel-T/Lactated Ringers,170605279.9,4848,4715,1794,35190.85807,36183.51642,95097.70342,2015
Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",Doxil*,Doxorubicin HCL Peg-Liposomal*,88733250.99,189916.8,28659,7777,467.2217044,3096.174011,11409.70181,2015
Q3027,"Injection, interferon beta-1a, 1 mcg for intramuscular use",Avonex*,Interferon Beta-1a*,4469785.11,117919,3176,136,37.90555475,1407.36307,32866.06699,2015
Q4074,"Iloprost, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 20 micrograms",Ventavis,Iloprost Tromethamine,48586139.83,463872,2738,384,104.7404022,17745.12046,126526.4058,2015
Q4081,"Injection, epoetin alfa, 100 units (for esrd on dialysis)",Epogen (Q4081)*,Epoetin Alfa*,1100.68,942,25, ,1.168450106,44.0272, ,2015
Q4101,"Apligraf, per square centimeter",Apligraf,"Cult Skin Subst,human-Bovine",3438374.69,110606,2807,1084,31.08669231,1224.928639,3171.932371,2015
Q4102,"Oasis wound matrix, per square centimeter",Wound Matrix,"Porcine Submucosa, Fenestrated",445539.51,47538.1,4285,1693,9.372261618,103.9765484,263.1656881,2015
Q4106,"Dermagraft, per square centimeter",Dermagraft,"Cult Skin Subst,human-Bovine",3657724.33,108286.7,2955,763,33.77814939,1237.808572,4793.871992,2015
Q4121,"Theraskin, per square centimeter","Theraskin, Per Square Centimeter**", ,3010376.39,132233,2622,1262,22.76569684,1148.122193,2385.40126,2015
Q4131,"Epifix or epicord, per square centimeter","EpiFix, Per Square Centimeter**", ,18813934.3,93977.5,13633,3824,200.1961565,1380.028923,4919.961899,2015
Q4132,"Grafix core, per square centimeter","Grafix core, per square centimeter**", ,1770798.61,13233,987,235,133.8168677,1794.122199,7535.313234,2015
Q4133,"Grafix prime, per square centimeter","Grafix prime, per square centimeter**", ,2695322,20163,1434,345,133.6766354,1879.582985,7812.527536,2015
Q5101,"Injection, filgrastim (G-CSF), biosimilar, 1 microgram",Zarxio,Filgrastim-Sndz,858063.07,898457,2089,460,0.955040776,410.7530254,1865.3545,2015
Q9950,"Injection, sulfur hexafluoride lipid microspheres, per ml",Lumason,Sulfur Hexafluoride Microsphr, , , , , , , ,2015
Q9956,"Injection, octafluoropropane microspheres, per ml",OptIson,Perflutren Protein-A Microsphr,380066.14,10746.7,3689,3231,35.36584626,103.0268745,117.6311173,2015
Q9957,"Injection, perflutren lipid microspheres, per ml",Definity,Perflutren Lipid Microspheres,2029171.49,38468,20951,20302,52.74959681,96.85320462,99.94933947,2015
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Conray-30*,Iothalamate Meglumine*,14042.47,165521,1310,1199,0.084837996,10.71944275,11.71181818,2015
Q9960,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml",Conray-43,Iothalamate Meglumine,4208.6,24092,9222,4692,0.174688693,0.456365214,0.896973572,2015
Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Cholografin Meglumine*,Iodipamide Meglumine*,7849.92,38039,5617,2464,0.206365046,1.39752893,3.185844156,2015
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Gastrografin*,"Diatrizoate Meglumine, Sodium*",12593.68,65548,2042,1632,0.192129127,6.167326151,7.716715686,2015
Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,1324435.07,1512195,45882,31728,0.875836165,28.8661146,41.74341497,2015
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Isovue-200*,Iopamidol*,680257.47,3441691.5,238630,131536,0.197652076,2.85067875,5.171644797,2015
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Hexabrix*,Ioxaglate Meg/Ioxaglate Sodium*,13208272.84,87573780.3,1167279,838628,0.150824514,11.31543773,15.7498591,2015
90371,Hepatitis B immune globulin for injection into muscle,HyperHEP B S-D*,Hepatitis B Immune Globulin*,236576.66,2143,506,160,110.3950817,467.5428063,1478.604125,2016
90375,Rabies immune globulin for injection beneath the skin and/or into muscle,HyperRAB S-D,Rabies Immune Globulin/PF,5715354.62,20332,2586,2534,281.101447,2210.113929,2255.46749,2016
90376,Rabies immune globulin for injection beneath the skin and/or into muscle,Imogam Rabies-HT,Rabies Immune Globulin/PF,1645103.1,6085,796,786,270.3538373,2066.712437,2093.006489,2016
90586,Vaccine for bladder cancer injection into urinary bladder,BCG (Tice Strain) (90586)*,BCG Live*,25990.99,214,204,54,121.4532243,127.4068137,481.3146296,2016
90630,Vaccine for influenza for injection into skin,Vaccine Influenza Injection Skin (Fluzone)**, ,634577.58,30857,30852,30613,20.56510938,20.56844224,20.72902296,2016
90632,"Vaccine for Hepatitis A injection into muscle, adult dosage",Havrix*,Hepatitis A Virus Vaccine/PF*,11853.04,230,230,216,51.53495652,51.53495652,54.87518519,2016
90653,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle (Fluad)**, ,13672666.68,377465,377427,377327,36.22234295,36.22598987,36.23559056,2016
90656,"Vaccine for influenza for administration into muscle, 0.5 ml dosage","Vaccine Influenza Injection Muscle (Fluvirin), Age 3+ Years**", ,11750221.76,709711,708658,703083,16.55634725,16.58094844,16.71242479,2016
90662,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle (Fluzone High-Dose)**, ,332579408.5,8480768.1,8470237,8380754,39.21571779,39.26447495,39.68370966,2016
90670,Pneumococcal vaccine for injection into muscle,Prevnar 13,Pneumococcal 13-Valent Vaccine,667483117.5,4006449.1,3953861,3925000,166.6021709,168.8180534,170.059393,2016
90673,"Vaccine for influenza administered into muscle, preservative and antibiotic fre",Vaccine Influenza Muscle Preservative/Antibiotic Free (Flublok)**, ,397623.35,11086.2,11088,11040,35.86651423,35.86069174,36.01660779,2016
90674,"Influenza virus vaccine, quadrivalent (ccIIV4)","Influenza virus vaccine, quadrivalent (ccIIV4)**", ,2004583.85,89882.6,89937,89900,22.30224593,22.28875602,22.29792937,2016
90675,Vaccine for rabies injection into muscle,Imovax Rabies Vaccine*,"Rabies Vacc, Human Diploid/PF*",3192386.47,12132,11128,4098,263.1376912,286.8787266,779.0108516,2016
90685,"Vaccine for influenza for administration into muscle, 0.25 ml dosage","Vaccine Influenza Muscle (Fluzone), 0.25 mL, Age 6-35 Months**", ,18116.18,896,895,885,20.21895089,20.2415419,20.47025989,2016
90686,"Vaccine for influenza for administration into muscle, 0.5 ml dosage","Vaccine Influenza Muscle (Fluzone), 0.5 mL,  Age 3+ Years **", ,32877449.05,1849021.4,1848745,1822014,17.78099975,17.78365813,18.04456445,2016
90687,"Vaccine for influenza for administration into muscle, 0.25 ml dosage","Vaccine Influenza Muscle (Fluzone), 5 mL, Age 6-35 Months**", ,17535.76,945,945,939,18.55635979,18.55635979,18.67493078,2016
90688,"Vaccine for influenza for administration into muscle, 0.5 ml dosage","Vaccine Influenza Muscle (Fluzone), 5 mL, Age 3+ Years**", ,16479695.01,960485,960165,952978,17.15768077,17.16339901,17.29283888,2016
90714,"Vaccine for tetanus and diphtheria toxoids injection into muscle, patient 7 years or older",Tenivac*,Tetanus-Diphtheria Toxoids/PF*,1876688.83,83504,83502,83325,22.47423872,22.47477701,22.52251821,2016
90715,"Vaccine for tetanus, diphtheria toxoids and acellular pertussis (whooping cough) for injection into muscle, patient 7 years or older",Adacel Tdap*,"Diph,pertuss(Acell),tet Vac/PF*",3186358.41,102684,102682,102422,31.03071959,31.03132399,31.11009754,2016
90732,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older","Vaccine Pneumococcal Polysaccharide Injection Skin/Muscle, Age 2+ Years**", ,113329581.6,1422324.9,1399456,1388988,79.67910961,80.98116812,81.59147639,2016
90740,"Vaccine for Hepatitis B (3 dose schedule) for injection into muscle, dialysis or immunosuppressed patient","Vaccine Hepatitis B 3 Dose Injection Muscle,  Immunosuppressed**", ,13480283.95,111524,110419,48881,120.87339,122.0830106,275.7775813,2016
90743,"Vaccine for Hepatitis B (2 dose schedule) for injection into muscle, adolescent patient","Vaccine Hepatitis B 2 Dose Injection Muscle, Adolescent**", ,12247.59,422,420,353,29.02272512,29.16092857,34.69572238,2016
90744,"Vaccine for Hepatitis B (3 dose schedule) for injection into muscle, pediatric and adolescent patients","Vaccine Hepatitis B 3 Dose Injection Muscle, Pediatric/Adolescent**", ,46466.59,1475,1177,924,31.50277288,39.47883602,50.28851732,2016
90746,Vaccine for Hepatitis B adult dosage (3 dose schedule) injection into muscle,"Vaccine Hepatitis B 3 Dose Injection Muscle, Adult**", ,5474191.01,93808,92630,60473,58.35526831,59.09738756,90.52289468,2016
90747,"Vaccine for Hepatitis B (4 dose schedule) for injection into muscle, dialysis or immunosuppressed patient","Vaccine Hepatitis B 4 Dose Injection Muscle, Immunosuppressed**", ,15218387.83,127377,122853,57036,119.4751629,123.8747758,266.8207418,2016
